",""IdLandkreis"",""Altersgruppe"",""Geschlecht"",""Meldedatum"",""Refdatum"",""IstErkrankungsbeginn"",""NeuerFall"",""NeuerTodesfall"",""NeuGenesen"",""AnzahlFall"",""AnzahlTodesfall"",""AnzahlGenesen"""
"273,9162,""A15-A34"",""M"",2022-02-16,2021-02-16,1,0,-9,0,1,0,1"
"274,9162,""A35-A59"",""M"",2022-02-22,2021-02-18,1,0,-9,0,1,0,1"
"275,9162,""A15-A34"",""M"",2022-02-19,2021-02-18,1,0,-9,0,1,0,1"
"276,9162,""A15-A34"",""M"",2022-02-20,2021-02-19,1,0,-9,0,1,0,1"
"277,9162,""A15-A34"",""M"",2022-03-03,2021-02-23,1,0,-9,0,1,0,1"
"278,9162,""A35-A59"",""M"",2022-03-02,2021-02-24,1,0,-9,0,1,0,1"
"279,9162,""A35-A59"",""M"",2022-02-27,2021-02-24,1,0,-9,0,1,0,1"
"280,9162,""A15-A34"",""M"",2022-03-02,2021-02-27,1,0,-9,0,1,0,1"
"281,9162,""A35-A59"",""M"",2022-03-04,2021-02-27,1,0,-9,0,1,0,1"
"282,9162,""A15-A34"",""M"",2022-03-04,2021-03-02,1,0,-9,0,1,0,1"
"283,9162,""A35-A59"",""M"",2022-03-04,2021-03-03,1,0,-9,0,1,0,1"
"284,9162,""A35-A59"",""M"",2022-03-01,2021-03-04,1,0,-9,0,1,0,1"
"285,9162,""A35-A59"",""M"",2022-03-09,2021-03-07,1,0,-9,0,1,0,1"
"286,9162,""A35-A59"",""M"",2022-03-13,2021-03-08,1,0,-9,0,1,0,1"
"287,9162,""A35-A59"",""M"",2022-03-11,2021-03-09,1,0,-9,0,1,0,1"
"288,9162,""A35-A59"",""M"",2022-03-14,2021-03-10,1,0,-9,0,1,0,1"
"289,9162,""A15-A34"",""M"",2022-02-16,2021-03-12,1,0,-9,0,1,0,1"
"290,9162,""A60-A79"",""M"",2022-03-16,2021-03-12,1,0,-9,0,1,0,1"
"291,9162,""A15-A34"",""M"",2022-03-15,2021-03-13,1,0,-9,0,1,0,1"
"292,9162,""A00-A04"",""M"",2022-03-22,2021-03-13,1,0,-9,0,1,0,1"
"293,9162,""A15-A34"",""M"",2022-03-17,2021-03-15,1,0,-9,0,1,0,1"
"294,9162,""A00-A04"",""M"",2022-03-23,2021-03-16,1,0,-9,0,1,0,1"
"295,9162,""A15-A34"",""M"",2022-03-19,2021-03-16,1,0,-9,0,1,0,1"
"296,9162,""A15-A34"",""M"",2022-03-16,2021-03-16,1,0,-9,0,1,0,1"
"297,9162,""A35-A59"",""M"",2022-03-20,2021-03-17,1,0,-9,0,1,0,1"
"298,9162,""A15-A34"",""M"",2022-03-20,2021-03-17,1,0,-9,0,1,0,1"
"299,9162,""A15-A34"",""M"",2022-03-25,2021-03-18,1,0,-9,0,1,0,1"
"300,9162,""A60-A79"",""M"",2022-03-20,2021-03-18,1,0,-9,0,1,0,1"
"301,9162,""A15-A34"",""M"",2022-03-24,2021-03-18,1,0,-9,0,1,0,1"
"302,9162,""A35-A59"",""M"",2022-03-22,2021-03-19,1,0,-9,0,1,0,1"
"303,9162,""A35-A59"",""M"",2021-11-21,2021-03-19,1,0,-9,0,1,0,1"
"304,9162,""A15-A34"",""M"",2022-03-25,2021-03-20,1,0,-9,0,1,0,1"
"305,9162,""A15-A34"",""M"",2022-03-23,2021-03-21,1,0,-9,0,1,0,1"
"306,9162,""A35-A59"",""M"",2022-03-25,2021-03-22,1,0,-9,0,1,0,1"
"307,9162,""A15-A34"",""M"",2022-03-25,2021-03-22,1,0,-9,0,1,0,1"
"308,9162,""A00-A04"",""M"",2022-03-23,2021-03-22,1,0,-9,0,1,0,1"
"309,9162,""A15-A34"",""M"",2022-03-25,2021-03-23,1,0,-9,0,1,0,1"
"310,9162,""A35-A59"",""M"",2022-03-26,2021-03-24,1,0,-9,0,1,0,1"
"311,9162,""A15-A34"",""M"",2022-03-30,2021-03-25,1,0,-9,0,1,0,1"
"312,9162,""A15-A34"",""M"",2022-03-28,2021-03-26,1,0,-9,0,1,0,1"
"313,9162,""A15-A34"",""M"",2022-03-31,2021-03-26,1,0,-9,0,1,0,1"
"314,9162,""A60-A79"",""M"",2022-03-30,2021-03-28,1,0,-9,0,1,0,1"
"315,9162,""A05-A14"",""M"",2022-04-01,2021-03-28,1,0,-9,0,1,0,1"
"316,9162,""A15-A34"",""M"",2022-03-29,2021-03-28,1,0,-9,0,1,0,1"
"317,9162,""A35-A59"",""M"",2022-04-01,2021-03-29,1,0,-9,0,1,0,1"
"318,9162,""A35-A59"",""M"",2022-03-31,2021-03-29,1,0,-9,0,1,0,1"
"319,9162,""A00-A04"",""M"",2022-04-01,2021-03-30,1,0,-9,0,1,0,1"
"320,9162,""A05-A14"",""M"",2021-12-10,2021-04-03,1,0,-9,0,1,0,1"
"321,9162,""A15-A34"",""M"",2021-11-23,2021-04-18,1,0,-9,0,1,0,1"
"322,9162,""A60-A79"",""M"",2021-12-24,2021-05-20,1,0,-9,0,1,0,1"
"323,9162,""A60-A79"",""M"",2021-11-17,2021-06-16,1,0,-9,0,1,0,1"
"324,9162,""A35-A59"",""M"",2021-10-27,2021-06-21,1,0,-9,0,1,0,1"
"325,9162,""A35-A59"",""M"",2021-11-13,2021-07-09,1,0,-9,0,1,0,1"
"326,9162,""A15-A34"",""M"",2021-11-20,2021-07-19,1,0,-9,0,1,0,1"
"327,9162,""A60-A79"",""M"",2021-11-23,2021-07-22,1,0,-9,0,1,0,1"
"328,9162,""A60-A79"",""M"",2021-11-03,2021-07-26,1,0,-9,0,1,0,1"
"329,9162,""A15-A34"",""M"",2021-11-05,2021-09-16,1,0,-9,0,1,0,1"
"330,9162,""A60-A79"",""M"",2021-10-27,2021-09-28,1,0,-9,0,1,0,1"
"331,9162,""A35-A59"",""M"",2021-10-28,2021-09-29,1,0,-9,0,1,0,1"
"332,9162,""A05-A14"",""M"",2021-11-03,2021-10-01,1,0,-9,0,1,0,1"
"333,9162,""A15-A34"",""M"",2021-10-31,2021-10-02,1,0,-9,0,1,0,1"
"334,9162,""A15-A34"",""M"",2021-10-14,2021-10-02,1,0,-9,0,1,0,1"
"335,9162,""A35-A59"",""M"",2021-11-10,2021-10-02,1,0,-9,0,1,0,1"
"336,9162,""A15-A34"",""M"",2021-10-23,2021-10-03,1,0,-9,0,1,0,1"
"337,9162,""A15-A34"",""M"",2021-11-01,2021-10-03,1,0,-9,0,1,0,1"
"338,9162,""A15-A34"",""M"",2021-10-13,2021-10-03,1,0,-9,0,1,0,1"
"339,9162,""A35-A59"",""M"",2021-10-13,2021-10-03,1,0,-9,0,1,0,1"
"340,9162,""A35-A59"",""M"",2021-10-13,2021-10-04,1,0,-9,0,2,0,2"
"341,9162,""A35-A59"",""M"",2021-11-10,2021-10-05,1,0,-9,0,1,0,1"
"342,9162,""A05-A14"",""M"",2021-10-13,2021-10-05,1,0,-9,0,1,0,1"
"343,9162,""A05-A14"",""M"",2021-10-28,2021-10-05,1,0,-9,0,1,0,1"
"344,9162,""A15-A34"",""M"",2021-11-03,2021-10-05,1,0,-9,0,1,0,1"
"345,9162,""A15-A34"",""M"",2021-10-13,2021-10-05,1,0,-9,0,2,0,2"
"346,9162,""A60-A79"",""M"",2021-10-15,2021-10-05,1,0,-9,0,1,0,1"
"347,9162,""A15-A34"",""M"",2021-11-14,2021-10-05,1,0,-9,0,1,0,1"
"348,9162,""A15-A34"",""M"",2021-10-13,2021-10-06,1,0,-9,0,1,0,1"
"349,9162,""A05-A14"",""M"",2021-10-14,2021-10-06,1,0,-9,0,1,0,1"
"350,9162,""A05-A14"",""M"",2021-10-13,2021-10-06,1,0,-9,0,1,0,1"
"351,9162,""A35-A59"",""M"",2021-10-19,2021-10-07,1,0,-9,0,1,0,1"
"352,9162,""A35-A59"",""M"",2021-10-13,2021-10-07,1,0,-9,0,1,0,1"
"353,9162,""A35-A59"",""M"",2021-10-14,2021-10-07,1,0,-9,0,2,0,2"
"354,9162,""A15-A34"",""M"",2021-10-16,2021-10-07,1,0,-9,0,1,0,1"
"355,9162,""A15-A34"",""M"",2021-10-13,2021-10-07,1,0,-9,0,1,0,1"
"356,9162,""A05-A14"",""M"",2021-10-13,2021-10-07,1,0,-9,0,1,0,1"
"357,9162,""A15-A34"",""M"",2022-03-12,2021-10-07,1,0,-9,0,1,0,1"
"358,9162,""A60-A79"",""M"",2021-10-17,2021-10-07,1,0,-9,0,1,0,1"
"359,9162,""A15-A34"",""M"",2021-10-15,2021-10-07,1,0,-9,0,1,0,1"
"360,9162,""A15-A34"",""M"",2021-10-13,2021-10-08,1,0,-9,0,5,0,5"
"361,9162,""A60-A79"",""M"",2021-10-13,2021-10-08,1,0,-9,0,1,0,1"
"362,9162,""A35-A59"",""M"",2021-10-15,2021-10-08,1,0,-9,0,3,0,3"
"363,9162,""A15-A34"",""M"",2021-10-14,2021-10-08,1,0,-9,0,1,0,1"
"364,9162,""A35-A59"",""M"",2021-10-14,2021-10-08,1,0,-9,0,2,0,2"
"365,9162,""A05-A14"",""M"",2021-10-13,2021-10-08,1,0,-9,0,2,0,2"
"366,9162,""A35-A59"",""M"",2021-10-16,2021-10-08,1,0,-9,0,1,0,1"
"367,9162,""A80+"",""M"",2021-10-13,2021-10-09,1,0,-9,0,1,0,1"
"368,9162,""A15-A34"",""M"",2021-10-14,2021-10-09,1,0,-9,0,3,0,3"
"369,9162,""A35-A59"",""M"",2021-10-16,2021-10-09,1,0,-9,0,1,0,1"
"370,9162,""A05-A14"",""M"",2021-10-13,2021-10-09,1,0,-9,0,1,0,1"
"371,9162,""A60-A79"",""M"",2021-10-13,2021-10-09,1,0,-9,0,3,0,3"
"372,9162,""A15-A34"",""M"",2021-10-13,2021-10-09,1,0,-9,0,2,0,2"
"373,9162,""A15-A34"",""M"",2021-11-16,2021-10-09,1,0,-9,0,1,0,1"
"374,9162,""A60-A79"",""M"",2021-10-16,2021-10-09,1,0,-9,0,1,0,1"
"375,9162,""A80+"",""M"",2021-10-14,2021-10-09,1,0,-9,0,1,0,1"
"376,9162,""A35-A59"",""M"",2021-10-13,2021-10-09,1,0,-9,0,5,0,5"
"377,9162,""A15-A34"",""M"",2021-11-14,2021-10-09,1,0,-9,0,1,0,1"
"378,9162,""A05-A14"",""M"",2021-10-14,2021-10-09,1,0,-9,0,1,0,1"
"379,9162,""A00-A04"",""M"",2021-10-13,2021-10-09,1,0,-9,0,2,0,2"
"380,9162,""A35-A59"",""M"",2021-10-14,2021-10-09,1,0,-9,0,4,0,4"
"381,9162,""A15-A34"",""M"",2021-10-17,2021-10-09,1,0,-9,0,1,0,1"
"382,9162,""A35-A59"",""M"",2021-10-15,2021-10-09,1,0,-9,0,1,0,1"
"383,9162,""A15-A34"",""M"",2021-10-16,2021-10-09,1,0,-9,0,1,0,1"
"384,9162,""A05-A14"",""M"",2021-10-13,2021-10-10,1,0,-9,0,1,0,1"
"385,9162,""A35-A59"",""M"",2021-10-19,2021-10-10,1,0,-9,0,1,0,1"
"386,9162,""A05-A14"",""M"",2021-10-18,2021-10-10,1,0,-9,0,1,0,1"
"387,9162,""A35-A59"",""M"",2021-10-20,2021-10-10,1,0,-9,0,1,0,1"
"388,9162,""A05-A14"",""M"",2021-10-15,2021-10-10,1,0,-9,0,1,0,1"
"389,9162,""A15-A34"",""M"",2021-10-13,2021-10-10,1,0,-9,0,5,0,5"
"390,9162,""A35-A59"",""M"",2021-10-14,2021-10-10,1,0,-9,0,1,0,1"
"391,9162,""A60-A79"",""M"",2021-10-13,2021-10-10,1,0,-9,0,1,0,1"
"392,9162,""A00-A04"",""M"",2021-10-13,2021-10-10,1,0,-9,0,1,0,1"
"393,9162,""A35-A59"",""M"",2021-10-26,2021-10-10,1,0,-9,0,1,0,1"
"394,9162,""A00-A04"",""M"",2021-10-15,2021-10-10,1,0,-9,0,1,0,1"
"395,9162,""A60-A79"",""M"",2021-10-14,2021-10-10,1,0,-9,0,1,0,1"
"396,9162,""A05-A14"",""M"",2021-10-21,2021-10-10,1,0,-9,0,1,0,1"
"397,9162,""A15-A34"",""M"",2021-10-17,2021-10-10,1,0,-9,0,1,0,1"
"398,9162,""A35-A59"",""M"",2021-10-17,2021-10-10,1,0,-9,0,1,0,1"
"399,9162,""A60-A79"",""M"",2021-10-15,2021-10-10,1,0,-9,0,1,0,1"
"400,9162,""A35-A59"",""M"",2021-10-16,2021-10-10,1,0,-9,0,2,0,2"
"401,9162,""A60-A79"",""M"",2021-10-16,2021-10-10,1,0,-9,0,1,0,1"
"402,9162,""A15-A34"",""M"",2021-10-15,2021-10-10,1,0,-9,0,1,0,1"
"403,9162,""A35-A59"",""M"",2021-10-15,2021-10-10,1,0,-9,0,3,0,3"
"404,9162,""A15-A34"",""M"",2021-10-14,2021-10-10,1,0,-9,0,1,0,1"
"405,9162,""A35-A59"",""M"",2021-10-13,2021-10-10,1,0,-9,0,1,0,1"
"406,9162,""A35-A59"",""M"",2021-10-18,2021-10-10,1,0,-9,0,2,0,2"
"407,9162,""A35-A59"",""M"",2021-10-27,2021-10-10,1,0,0,-9,1,1,0"
"408,9162,""A80+"",""M"",2021-10-13,2021-10-10,1,0,0,-9,1,1,0"
"409,9162,""A35-A59"",""M"",2021-10-18,2021-10-11,1,0,-9,0,2,0,2"
"410,9162,""A80+"",""M"",2021-10-15,2021-10-11,1,0,-9,0,1,0,1"
"411,9162,""A00-A04"",""M"",2021-10-17,2021-10-11,1,0,-9,0,1,0,1"
"412,9162,""A15-A34"",""M"",2021-10-19,2021-10-11,1,0,-9,0,2,0,2"
"413,9162,""A15-A34"",""M"",2021-10-21,2021-10-11,1,0,-9,0,1,0,1"
"414,9162,""A15-A34"",""M"",2021-10-15,2021-10-11,1,0,-9,0,1,0,1"
"415,9162,""A15-A34"",""M"",2021-10-16,2021-10-11,1,0,-9,0,2,0,2"
"416,9162,""A60-A79"",""M"",2021-10-23,2021-10-11,1,0,-9,0,1,0,1"
"417,9162,""A05-A14"",""M"",2021-10-13,2021-10-11,1,0,-9,0,4,0,4"
"418,9162,""A35-A59"",""M"",2021-10-14,2021-10-11,1,0,-9,0,5,0,5"
"419,9162,""A15-A34"",""M"",2021-11-11,2021-10-11,1,0,-9,0,1,0,1"
"420,9162,""A60-A79"",""M"",2021-10-15,2021-10-11,1,0,-9,0,4,0,4"
"421,9162,""A15-A34"",""M"",2021-10-13,2021-10-11,1,0,-9,0,9,0,9"
"422,9162,""A35-A59"",""M"",2021-10-13,2021-10-11,1,0,-9,0,5,0,5"
"423,9162,""A60-A79"",""M"",2021-10-13,2021-10-11,1,0,-9,0,3,0,3"
"424,9162,""A35-A59"",""M"",2021-10-15,2021-10-11,1,0,-9,0,3,0,3"
"425,9162,""A60-A79"",""M"",2021-12-02,2021-10-11,1,0,-9,0,1,0,1"
"426,9162,""A15-A34"",""M"",2021-11-15,2021-10-11,1,0,-9,0,1,0,1"
"427,9162,""A15-A34"",""M"",2021-10-14,2021-10-11,1,0,-9,0,4,0,4"
"428,9162,""A35-A59"",""M"",2021-10-14,2021-10-12,1,0,-9,0,8,0,8"
"429,9162,""A35-A59"",""M"",2021-10-18,2021-10-12,1,0,-9,0,3,0,3"
"430,9162,""A05-A14"",""M"",2021-10-19,2021-10-12,1,0,-9,0,1,0,1"
"431,9162,""A00-A04"",""M"",2021-10-20,2021-10-12,1,0,-9,0,1,0,1"
"432,9162,""A60-A79"",""M"",2021-10-19,2021-10-12,1,0,-9,0,1,0,1"
"433,9162,""A80+"",""M"",2021-10-20,2021-10-12,1,0,-9,0,1,0,1"
"434,9162,""A05-A14"",""M"",2021-10-14,2021-10-12,1,0,-9,0,4,0,4"
"435,9162,""A80+"",""M"",2021-10-15,2021-10-12,1,0,-9,0,1,0,1"
"436,9162,""A60-A79"",""M"",2021-10-21,2021-10-12,1,0,-9,0,1,0,1"
"437,9162,""A35-A59"",""M"",2021-10-26,2021-10-12,1,0,-9,0,1,0,1"
"438,9162,""A15-A34"",""M"",2021-10-13,2021-10-12,1,0,-9,0,7,0,7"
"439,9162,""A15-A34"",""M"",2021-10-14,2021-10-12,1,0,-9,0,7,0,7"
"440,9162,""A05-A14"",""M"",2021-10-15,2021-10-12,1,0,-9,0,1,0,1"
"441,9162,""A80+"",""M"",2021-10-14,2021-10-12,1,0,-9,0,1,0,1"
"442,9162,""A35-A59"",""M"",2021-10-20,2021-10-12,1,0,-9,0,1,0,1"
"443,9162,""A35-A59"",""M"",2021-10-13,2021-10-12,1,0,-9,0,4,0,4"
"444,9162,""A35-A59"",""M"",2021-10-16,2021-10-12,1,0,-9,0,2,0,2"
"445,9162,""A15-A34"",""M"",2021-10-18,2021-10-12,1,0,-9,0,1,0,1"
"446,9162,""A35-A59"",""M"",2021-10-17,2021-10-12,1,0,-9,0,1,0,1"
"447,9162,""A05-A14"",""M"",2021-10-17,2021-10-12,1,0,-9,0,1,0,1"
"448,9162,""A60-A79"",""M"",2021-10-15,2021-10-12,1,0,-9,0,2,0,2"
"449,9162,""A15-A34"",""M"",2021-10-19,2021-10-12,1,0,-9,0,2,0,2"
"450,9162,""A00-A04"",""M"",2021-10-13,2021-10-12,1,0,-9,0,1,0,1"
"451,9162,""A00-A04"",""M"",2021-10-18,2021-10-12,1,0,-9,0,1,0,1"
"452,9162,""A35-A59"",""M"",2021-10-15,2021-10-12,1,0,-9,0,6,0,6"
"453,9162,""A05-A14"",""M"",2021-10-13,2021-10-12,1,0,-9,0,3,0,3"
"454,9162,""A35-A59"",""M"",2021-10-19,2021-10-12,1,0,-9,0,1,0,1"
"455,9162,""A60-A79"",""M"",2021-10-14,2021-10-12,1,0,-9,0,3,0,3"
"456,9162,""A60-A79"",""M"",2021-10-13,2021-10-12,1,0,-9,0,2,0,2"
"457,9162,""A00-A04"",""M"",2021-10-14,2021-10-12,1,0,-9,0,3,0,3"
"458,9162,""A15-A34"",""M"",2021-10-15,2021-10-12,1,0,-9,0,8,0,8"
"459,9162,""A15-A34"",""M"",2021-10-16,2021-10-12,1,0,-9,0,5,0,5"
"460,9162,""A05-A14"",""M"",2021-10-18,2021-10-12,1,0,-9,0,1,0,1"
"461,9162,""A80+"",""M"",2021-10-13,2021-10-12,1,0,0,-9,1,1,0"
"462,9162,""A15-A34"",""M"",2021-10-13,2021-10-13,0,0,-9,0,16,0,16"
"463,9162,""A00-A04"",""M"",2021-10-13,2021-10-13,0,0,-9,0,4,0,4"
"464,9162,""A05-A14"",""M"",2021-10-13,2021-10-13,0,0,-9,0,16,0,16"
"465,9162,""A35-A59"",""M"",2021-10-13,2021-10-13,0,0,-9,0,19,0,19"
"466,9162,""A80+"",""M"",2021-10-13,2021-10-13,0,0,-9,0,2,0,2"
"467,9162,""A60-A79"",""M"",2021-10-13,2021-10-13,0,0,-9,0,5,0,5"
"468,9162,""A80+"",""M"",2021-10-13,2021-10-13,0,0,0,-9,1,1,0"
"469,9162,""A35-A59"",""M"",2021-10-28,2021-10-13,1,0,-9,0,1,0,1"
"470,9162,""A05-A14"",""M"",2021-10-13,2021-10-13,1,0,-9,0,2,0,2"
"471,9162,""A00-A04"",""M"",2021-10-13,2021-10-13,1,0,-9,0,1,0,1"
"472,9162,""A15-A34"",""M"",2021-10-14,2021-10-13,1,0,-9,0,10,0,10"
"473,9162,""A35-A59"",""M"",2021-10-16,2021-10-13,1,0,-9,0,6,0,6"
"474,9162,""A05-A14"",""M"",2021-10-18,2021-10-13,1,0,-9,0,2,0,2"
"475,9162,""A05-A14"",""M"",2021-10-15,2021-10-13,1,0,-9,0,3,0,3"
"476,9162,""A15-A34"",""M"",2021-10-15,2021-10-13,1,0,-9,0,7,0,7"
"477,9162,""A15-A34"",""M"",2021-10-18,2021-10-13,1,0,-9,0,3,0,3"
"478,9162,""A35-A59"",""M"",2021-10-26,2021-10-13,1,0,-9,0,1,0,1"
"479,9162,""A35-A59"",""M"",2021-10-13,2021-10-13,1,0,-9,0,2,0,2"
"480,9162,""A00-A04"",""M"",2021-10-15,2021-10-13,1,0,-9,0,1,0,1"
"481,9162,""A35-A59"",""M"",2021-10-17,2021-10-13,1,0,-9,0,1,0,1"
"482,9162,""A05-A14"",""M"",2021-10-23,2021-10-13,1,0,-9,0,1,0,1"
"483,9162,""A35-A59"",""M"",2021-10-25,2021-10-13,1,0,-9,0,1,0,1"
"484,9162,""A05-A14"",""M"",2021-10-19,2021-10-13,1,0,-9,0,2,0,2"
"485,9162,""A35-A59"",""M"",2021-10-14,2021-10-13,1,0,-9,0,9,0,9"
"486,9162,""A35-A59"",""M"",2021-10-15,2021-10-13,1,0,-9,0,9,0,9"
"487,9162,""A05-A14"",""M"",2021-10-16,2021-10-13,1,0,-9,0,1,0,1"
"488,9162,""A60-A79"",""M"",2021-10-15,2021-10-13,1,0,-9,0,2,0,2"
"489,9162,""A15-A34"",""M"",2022-01-20,2021-10-13,1,0,-9,0,1,0,1"
"490,9162,""A05-A14"",""M"",2021-10-14,2021-10-13,1,0,-9,0,3,0,3"
"491,9162,""A15-A34"",""M"",2021-10-19,2021-10-13,1,0,-9,0,2,0,2"
"492,9162,""A15-A34"",""M"",2021-10-13,2021-10-13,1,0,-9,0,4,0,4"
"493,9162,""A35-A59"",""M"",2021-10-19,2021-10-13,1,0,-9,0,2,0,2"
"494,9162,""A35-A59"",""M"",2021-10-18,2021-10-13,1,0,-9,0,2,0,2"
"495,9162,""A15-A34"",""M"",2021-10-16,2021-10-13,1,0,-9,0,1,0,1"
"496,9162,""A80+"",""M"",2021-10-14,2021-10-13,1,0,0,-9,1,1,0"
"497,9162,""A60-A79"",""M"",2021-10-14,2021-10-14,0,0,-9,0,2,0,2"
"498,9162,""A35-A59"",""M"",2021-10-14,2021-10-14,0,0,-9,0,18,0,18"
"499,9162,""A05-A14"",""M"",2021-10-14,2021-10-14,0,0,-9,0,22,0,22"
"500,9162,""A15-A34"",""M"",2021-10-14,2021-10-14,0,0,-9,0,8,0,8"
"501,9162,""A80+"",""M"",2021-10-14,2021-10-14,0,0,-9,0,1,0,1"
"502,9162,""A00-A04"",""M"",2021-10-14,2021-10-14,0,0,-9,0,3,0,3"
"503,9162,""A15-A34"",""M"",2021-11-17,2021-10-14,1,0,-9,0,1,0,1"
"504,9162,""A05-A14"",""M"",2021-10-16,2021-10-14,1,0,-9,0,2,0,2"
"505,9162,""A35-A59"",""M"",2021-10-20,2021-10-14,1,0,-9,0,3,0,3"
"506,9162,""A60-A79"",""M"",2021-10-15,2021-10-14,1,0,-9,0,2,0,2"
"507,9162,""A05-A14"",""M"",2021-10-19,2021-10-14,1,0,-9,0,2,0,2"
"508,9162,""A00-A04"",""M"",2021-10-14,2021-10-14,1,0,-9,0,1,0,1"
"509,9162,""A15-A34"",""M"",2021-10-21,2021-10-14,1,0,-9,0,3,0,3"
"510,9162,""A35-A59"",""M"",2021-10-17,2021-10-14,1,0,-9,0,3,0,3"
"511,9162,""A05-A14"",""M"",2021-10-14,2021-10-14,1,0,-9,0,4,0,4"
"512,9162,""A05-A14"",""M"",2021-10-18,2021-10-14,1,0,-9,0,1,0,1"
"513,9162,""A15-A34"",""M"",2021-10-19,2021-10-14,1,0,-9,0,3,0,3"
"514,9162,""A15-A34"",""M"",2021-10-16,2021-10-14,1,0,-9,0,3,0,3"
"515,9162,""A80+"",""M"",2021-10-15,2021-10-14,1,0,-9,0,2,0,2"
"516,9162,""A05-A14"",""M"",2021-10-15,2021-10-14,1,0,-9,0,2,0,2"
"517,9162,""A05-A14"",""M"",2021-10-20,2021-10-14,1,0,-9,0,2,0,2"
"518,9162,""A35-A59"",""M"",2021-10-19,2021-10-14,1,0,-9,0,5,0,5"
"519,9162,""A35-A59"",""M"",2021-10-16,2021-10-14,1,0,-9,0,5,0,5"
"520,9162,""A00-A04"",""M"",2021-10-21,2021-10-14,1,0,-9,0,1,0,1"
"521,9162,""A35-A59"",""M"",2021-10-14,2021-10-14,1,0,-9,0,3,0,3"
"522,9162,""A35-A59"",""M"",2021-10-13,2021-10-14,1,0,-9,0,2,0,2"
"523,9162,""A15-A34"",""M"",2022-01-18,2021-10-14,1,0,-9,0,1,0,1"
"524,9162,""A05-A14"",""M"",2021-10-17,2021-10-14,1,0,-9,0,1,0,1"
"525,9162,""A35-A59"",""M"",2021-10-18,2021-10-14,1,0,-9,0,7,0,7"
"526,9162,""A00-A04"",""M"",2021-10-15,2021-10-14,1,0,-9,0,2,0,2"
"527,9162,""A15-A34"",""M"",2021-10-15,2021-10-14,1,0,-9,0,5,0,5"
"528,9162,""A60-A79"",""M"",2021-10-14,2021-10-14,1,0,-9,0,1,0,1"
"529,9162,""A35-A59"",""M"",2021-10-15,2021-10-14,1,0,-9,0,10,0,10"
"530,9162,""A60-A79"",""M"",2021-10-19,2021-10-14,1,0,-9,0,1,0,1"
"531,9162,""A15-A34"",""M"",2021-10-18,2021-10-14,1,0,-9,0,2,0,2"
"532,9162,""A05-A14"",""M"",2021-10-15,2021-10-15,0,0,-9,0,21,0,21"
"533,9162,""A00-A04"",""M"",2021-10-15,2021-10-15,0,0,-9,0,3,0,3"
"534,9162,""A80+"",""M"",2021-10-15,2021-10-15,0,0,-9,0,1,0,1"
"535,9162,""A35-A59"",""M"",2021-10-15,2021-10-15,0,0,-9,0,21,0,21"
"536,9162,""A60-A79"",""M"",2021-10-15,2021-10-15,0,0,-9,0,7,0,7"
"537,9162,""A15-A34"",""M"",2021-10-15,2021-10-15,0,0,-9,0,31,0,31"
"538,9162,""A80+"",""M"",2021-10-15,2021-10-15,0,0,0,-9,1,1,0"
"539,9162,""A05-A14"",""M"",2021-10-18,2021-10-15,1,0,-9,0,1,0,1"
"540,9162,""A05-A14"",""M"",2021-10-17,2021-10-15,1,0,-9,0,5,0,5"
"541,9162,""A60-A79"",""M"",2021-10-15,2021-10-15,1,0,-9,0,1,0,1"
"542,9162,""A15-A34"",""M"",2021-10-21,2021-10-15,1,0,-9,0,2,0,2"
"543,9162,""A35-A59"",""M"",2021-10-20,2021-10-15,1,0,-9,0,4,0,4"
"544,9162,""A00-A04"",""M"",2021-10-16,2021-10-15,1,0,-9,0,1,0,1"
"545,9162,""A05-A14"",""M"",2021-10-19,2021-10-15,1,0,-9,0,5,0,5"
"546,9162,""A15-A34"",""M"",2021-10-19,2021-10-15,1,0,-9,0,11,0,11"
"547,9162,""A15-A34"",""M"",2021-10-13,2021-10-15,1,0,-9,0,2,0,2"
"548,9162,""A35-A59"",""M"",2021-10-19,2021-10-15,1,0,-9,0,5,0,5"
"549,9162,""A60-A79"",""M"",2021-10-17,2021-10-15,1,0,-9,0,1,0,1"
"550,9162,""A35-A59"",""M"",2021-10-13,2021-10-15,1,0,-9,0,1,0,1"
"551,9162,""A05-A14"",""M"",2021-10-21,2021-10-15,1,0,-9,0,2,0,2"
"552,9162,""A05-A14"",""M"",2021-10-15,2021-10-15,1,0,-9,0,1,0,1"
"553,9162,""A15-A34"",""M"",2021-10-17,2021-10-15,1,0,-9,0,4,0,4"
"554,9162,""A60-A79"",""M"",2021-10-22,2021-10-15,1,0,-9,0,1,0,1"
"555,9162,""A35-A59"",""M"",2021-10-21,2021-10-15,1,0,-9,0,2,0,2"
"556,9162,""A15-A34"",""M"",2021-10-22,2021-10-15,1,0,-9,0,2,0,2"
"557,9162,""A00-A04"",""M"",2021-10-14,2021-10-15,1,0,-9,0,1,0,1"
"558,9162,""A35-A59"",""M"",2021-10-15,2021-10-15,1,0,-9,0,2,0,2"
"559,9162,""A35-A59"",""M"",2021-10-26,2021-10-15,1,0,-9,0,1,0,1"
"560,9162,""A15-A34"",""M"",2021-10-16,2021-10-15,1,0,-9,0,5,0,5"
"561,9162,""A15-A34"",""M"",2021-10-20,2021-10-15,1,0,-9,0,2,0,2"
