",""IdLandkreis"",""Altersgruppe"",""Geschlecht"",""Meldedatum"",""Refdatum"",""IstErkrankungsbeginn"",""NeuerFall"",""NeuerTodesfall"",""NeuGenesen"",""AnzahlFall"",""AnzahlTodesfall"",""AnzahlGenesen"""
"8692,9162,""A35-A59"",""M"",2022-03-22,2022-03-12,1,0,-9,0,2,0,2"
"8693,9162,""A05-A14"",""M"",2022-03-18,2022-03-12,1,0,-9,0,2,0,2"
"8694,9162,""A15-A34"",""M"",2022-03-11,2022-03-12,1,0,-9,0,1,0,1"
"8695,9162,""A60-A79"",""M"",2022-03-14,2022-03-12,1,0,-9,0,8,0,8"
"8696,9162,""A80+"",""M"",2022-03-15,2022-03-12,1,0,-9,0,2,0,2"
"8697,9162,""A15-A34"",""M"",2022-03-12,2022-03-12,1,0,-9,0,2,0,2"
"8698,9162,""A00-A04"",""M"",2022-03-15,2022-03-12,1,0,-9,0,2,0,2"
"8699,9162,""A05-A14"",""M"",2022-03-15,2022-03-12,1,0,-9,0,6,0,6"
"8700,9162,""A35-A59"",""M"",2022-03-17,2022-03-12,1,0,-9,0,28,0,28"
"8701,9162,""A15-A34"",""M"",2022-03-24,2022-03-12,1,0,-9,0,1,0,1"
"8702,9162,""A35-A59"",""M"",2022-03-13,2022-03-12,1,0,-9,0,14,0,14"
"8703,9162,""A15-A34"",""M"",2022-03-22,2022-03-12,1,0,-9,0,1,0,1"
"8704,9162,""A05-A14"",""M"",2022-03-16,2022-03-12,1,0,-9,0,10,0,10"
"8705,9162,""A15-A34"",""M"",2022-03-19,2022-03-12,1,0,-9,0,7,0,7"
"8706,9162,""A05-A14"",""M"",2022-03-19,2022-03-12,1,0,-9,0,1,0,1"
"8707,9162,""A60-A79"",""M"",2022-03-16,2022-03-12,1,0,-9,0,7,0,7"
"8708,9162,""A00-A04"",""M"",2022-03-17,2022-03-12,1,0,-9,0,3,0,3"
"8709,9162,""A60-A79"",""M"",2022-03-19,2022-03-12,1,0,-9,0,3,0,3"
"8710,9162,""A35-A59"",""M"",2022-03-18,2022-03-12,1,0,-9,0,13,0,13"
"8711,9162,""A00-A04"",""M"",2022-03-21,2022-03-12,1,0,-9,0,1,0,1"
"8712,9162,""A35-A59"",""M"",2022-03-14,2022-03-12,1,0,-9,0,27,0,27"
"8713,9162,""A35-A59"",""M"",2022-03-15,2022-03-12,1,0,-9,0,53,0,53"
"8714,9162,""A35-A59"",""M"",2022-02-28,2022-03-12,1,0,-9,0,1,0,1"
"8715,9162,""A15-A34"",""M"",2022-03-16,2022-03-12,1,0,-9,0,43,0,43"
"8716,9162,""A00-A04"",""M"",2022-03-18,2022-03-12,1,0,-9,0,3,0,3"
"8717,9162,""A15-A34"",""M"",2022-03-13,2022-03-12,1,0,-9,0,8,0,8"
"8718,9162,""A05-A14"",""M"",2022-03-14,2022-03-12,1,0,-9,0,8,0,8"
"8719,9162,""A15-A34"",""M"",2022-03-14,2022-03-12,1,0,-9,0,20,0,20"
"8720,9162,""A05-A14"",""M"",2022-03-13,2022-03-12,1,0,-9,0,3,0,3"
"8721,9162,""A80+"",""M"",2022-03-14,2022-03-12,1,0,-9,0,3,0,3"
"8722,9162,""A35-A59"",""M"",2022-03-12,2022-03-12,1,0,-9,0,3,0,3"
"8723,9162,""A15-A34"",""M"",2022-03-18,2022-03-12,1,0,-9,0,14,0,14"
"8724,9162,""A15-A34"",""M"",2022-03-20,2022-03-12,1,0,-9,0,2,0,2"
"8725,9162,""A35-A59"",""M"",2022-03-07,2022-03-12,1,0,-9,0,1,0,1"
"8726,9162,""A80+"",""M"",2022-03-16,2022-03-12,1,0,-9,0,1,0,1"
"8727,9162,""A35-A59"",""M"",2022-03-16,2022-03-12,1,0,-9,0,36,0,36"
"8728,9162,""A15-A34"",""M"",2022-03-23,2022-03-12,1,0,-9,0,1,0,1"
"8729,9162,""A60-A79"",""M"",2022-03-15,2022-03-12,1,0,-9,0,10,0,10"
"8730,9162,""A00-A04"",""M"",2022-03-16,2022-03-12,1,0,-9,0,3,0,3"
"8731,9162,""A05-A14"",""M"",2022-03-17,2022-03-12,1,0,-9,0,5,0,5"
"8732,9162,""A00-A04"",""M"",2022-03-14,2022-03-12,1,0,-9,0,2,0,2"
"8733,9162,""A35-A59"",""M"",2022-03-20,2022-03-12,1,0,-9,0,2,0,2"
"8734,9162,""A05-A14"",""M"",2022-03-20,2022-03-12,1,0,-9,0,2,0,2"
"8735,9162,""A05-A14"",""M"",2022-03-13,2022-03-13,0,0,-9,0,131,0,131"
"8736,9162,""A35-A59"",""M"",2022-03-13,2022-03-13,0,0,-9,0,450,0,450"
"8737,9162,""A00-A04"",""M"",2022-03-13,2022-03-13,0,0,-9,0,42,0,42"
"8738,9162,""A15-A34"",""M"",2022-03-13,2022-03-13,0,0,-9,0,566,0,566"
"8739,9162,""A60-A79"",""M"",2022-03-13,2022-03-13,0,0,-9,0,105,0,105"
"8740,9162,""A80+"",""M"",2022-03-13,2022-03-13,0,0,-9,0,24,0,24"
"8741,9162,""A60-A79"",""M"",2022-03-13,2022-03-13,0,0,0,-9,1,1,0"
"8742,9162,""A05-A14"",""M"",2022-03-15,2022-03-13,1,0,-9,0,7,0,7"
"8743,9162,""A15-A34"",""M"",2022-03-21,2022-03-13,1,0,-9,0,3,0,3"
"8744,9162,""A60-A79"",""M"",2022-03-15,2022-03-13,1,0,-9,0,8,0,8"
"8745,9162,""A35-A59"",""M"",2022-03-17,2022-03-13,1,0,-9,0,35,0,35"
"8746,9162,""A60-A79"",""M"",2022-03-18,2022-03-13,1,0,-9,0,6,0,6"
"8747,9162,""A15-A34"",""M"",2022-03-14,2022-03-13,1,0,-9,0,10,0,10"
"8748,9162,""A05-A14"",""M"",2022-03-16,2022-03-13,1,0,-9,0,16,0,16"
"8749,9162,""A35-A59"",""M"",2022-03-23,2022-03-13,1,0,-9,0,1,0,1"
"8750,9162,""A05-A14"",""M"",2022-03-19,2022-03-13,1,0,-9,0,1,0,1"
"8751,9162,""A60-A79"",""M"",2022-03-20,2022-03-13,1,0,-9,0,1,0,1"
"8752,9162,""A35-A59"",""M"",2022-03-12,2022-03-13,1,0,-9,0,2,0,2"
"8753,9162,""A35-A59"",""M"",2022-03-19,2022-03-13,1,0,-9,0,8,0,8"
"8754,9162,""A05-A14"",""M"",2022-03-14,2022-03-13,1,0,-9,0,4,0,4"
"8755,9162,""A35-A59"",""M"",2022-03-22,2022-03-13,1,0,-9,0,1,0,1"
"8756,9162,""A60-A79"",""M"",2022-03-16,2022-03-13,1,0,-9,0,8,0,8"
"8757,9162,""A15-A34"",""M"",2022-03-23,2022-03-13,1,0,-9,0,1,0,1"
"8758,9162,""A60-A79"",""M"",2022-03-17,2022-03-13,1,0,-9,0,9,0,9"
"8759,9162,""A00-A04"",""M"",2022-03-20,2022-03-13,1,0,-9,0,1,0,1"
"8760,9162,""A00-A04"",""M"",2022-03-16,2022-03-13,1,0,-9,0,7,0,7"
"8761,9162,""A60-A79"",""M"",2022-03-14,2022-03-13,1,0,-9,0,4,0,4"
"8762,9162,""A35-A59"",""M"",2022-03-14,2022-03-13,1,0,-9,0,9,0,9"
"8763,9162,""A35-A59"",""M"",2022-03-20,2022-03-13,1,0,-9,0,11,0,11"
"8764,9162,""A60-A79"",""M"",2022-03-19,2022-03-13,1,0,-9,0,1,0,1"
"8765,9162,""A00-A04"",""M"",2022-03-14,2022-03-13,1,0,-9,0,2,0,2"
"8766,9162,""A35-A59"",""M"",2022-03-16,2022-03-13,1,0,-9,0,52,0,52"
"8767,9162,""A00-A04"",""M"",2022-03-21,2022-03-13,1,0,-9,0,2,0,2"
"8768,9162,""A00-A04"",""M"",2022-03-17,2022-03-13,1,0,-9,0,2,0,2"
"8769,9162,""A35-A59"",""M"",2022-03-15,2022-03-13,1,0,-9,0,44,0,44"
"8770,9162,""A60-A79"",""M"",2022-03-13,2022-03-13,1,0,-9,0,1,0,1"
"8771,9162,""A15-A34"",""M"",2022-03-13,2022-03-13,1,0,-9,0,1,0,1"
"8772,9162,""A15-A34"",""M"",2022-03-16,2022-03-13,1,0,-9,0,44,0,44"
"8773,9162,""A15-A34"",""M"",2022-03-17,2022-03-13,1,0,-9,0,38,0,38"
"8774,9162,""A00-A04"",""M"",2022-03-19,2022-03-13,1,0,-9,0,1,0,1"
"8775,9162,""A00-A04"",""M"",2022-03-18,2022-03-13,1,0,-9,0,5,0,5"
"8776,9162,""A15-A34"",""M"",2022-03-18,2022-03-13,1,0,-9,0,24,0,24"
"8777,9162,""A00-A04"",""M"",2022-03-15,2022-03-13,1,0,-9,0,2,0,2"
"8778,9162,""A35-A59"",""M"",2022-03-13,2022-03-13,1,0,-9,0,1,0,1"
"8779,9162,""A80+"",""M"",2022-03-16,2022-03-13,1,0,-9,0,1,0,1"
"8780,9162,""A15-A34"",""M"",2022-03-19,2022-03-13,1,0,-9,0,11,0,11"
"8781,9162,""A15-A34"",""M"",2022-03-15,2022-03-13,1,0,-9,0,39,0,39"
"8782,9162,""A35-A59"",""M"",2022-03-18,2022-03-13,1,0,-9,0,16,0,16"
"8783,9162,""A05-A14"",""M"",2022-03-18,2022-03-13,1,0,-9,0,5,0,5"
"8784,9162,""A80+"",""M"",2022-03-17,2022-03-13,1,0,-9,0,1,0,1"
"8785,9162,""A15-A34"",""M"",2022-03-20,2022-03-13,1,0,-9,0,9,0,9"
"8786,9162,""A05-A14"",""M"",2022-03-20,2022-03-13,1,0,-9,0,2,0,2"
"8787,9162,""A35-A59"",""M"",2022-03-21,2022-03-13,1,0,-9,0,1,0,1"
"8788,9162,""A05-A14"",""M"",2022-03-17,2022-03-13,1,0,-9,0,8,0,8"
"8789,9162,""A05-A14"",""M"",2022-03-13,2022-03-13,1,0,-9,0,1,0,1"
"8790,9162,""A05-A14"",""M"",2022-03-21,2022-03-13,1,0,-9,0,1,0,1"
"8791,9162,""A80+"",""M"",2022-03-14,2022-03-14,0,0,-9,0,44,0,44"
"8792,9162,""A05-A14"",""M"",2022-03-14,2022-03-14,0,0,-9,0,181,0,181"
"8793,9162,""A60-A79"",""M"",2022-03-14,2022-03-14,0,0,-9,0,136,0,136"
"8794,9162,""A35-A59"",""M"",2022-03-14,2022-03-14,0,0,-9,0,470,0,470"
"8795,9162,""A15-A34"",""M"",2022-03-14,2022-03-14,0,0,-9,0,544,0,544"
"8796,9162,""A00-A04"",""M"",2022-03-14,2022-03-14,0,0,-9,0,52,0,52"
"8797,9162,""A80+"",""M"",2022-03-14,2022-03-14,0,0,0,-9,1,1,0"
"8798,9162,""A80+"",""M"",2022-03-17,2022-03-14,1,0,-9,0,1,0,1"
"8799,9162,""A05-A14"",""M"",2022-03-20,2022-03-14,1,0,-9,0,5,0,5"
"8800,9162,""A05-A14"",""M"",2022-03-30,2022-03-14,1,0,-9,0,1,0,1"
"8801,9162,""A60-A79"",""M"",2022-03-20,2022-03-14,1,0,-9,0,5,0,5"
"8802,9162,""A05-A14"",""M"",2022-03-22,2022-03-14,1,0,-9,0,1,0,1"
"8803,9162,""A00-A04"",""M"",2022-03-17,2022-03-14,1,0,-9,0,9,0,9"
"8804,9162,""A35-A59"",""M"",2022-03-21,2022-03-14,1,0,-9,0,10,0,10"
"8805,9162,""A60-A79"",""M"",2022-03-17,2022-03-14,1,0,-9,0,5,0,5"
"8806,9162,""A15-A34"",""M"",2022-03-22,2022-03-14,1,0,-9,0,5,0,5"
"8807,9162,""A60-A79"",""M"",2022-03-18,2022-03-14,1,0,-9,0,7,0,7"
"8808,9162,""A00-A04"",""M"",2022-03-23,2022-03-14,1,0,-9,0,2,0,2"
"8809,9162,""A15-A34"",""M"",2022-03-19,2022-03-14,1,0,-9,0,22,0,22"
"8810,9162,""A35-A59"",""M"",2022-03-18,2022-03-14,1,0,-9,0,38,0,38"
"8811,9162,""A05-A14"",""M"",2022-03-21,2022-03-14,1,0,-9,0,1,0,1"
"8812,9162,""A00-A04"",""M"",2022-03-21,2022-03-14,1,0,-9,0,2,0,2"
"8813,9162,""A35-A59"",""M"",2022-03-24,2022-03-14,1,0,-9,0,1,0,1"
"8814,9162,""A15-A34"",""M"",2022-03-18,2022-03-14,1,0,-9,0,41,0,41"
"8815,9162,""A80+"",""M"",2022-03-15,2022-03-14,1,0,-9,0,2,0,2"
"8816,9162,""A35-A59"",""M"",2022-03-13,2022-03-14,1,0,-9,0,1,0,1"
"8817,9162,""A80+"",""M"",2022-03-16,2022-03-14,1,0,-9,0,2,0,2"
"8818,9162,""A15-A34"",""M"",2022-03-17,2022-03-14,1,0,-9,0,47,0,47"
"8819,9162,""A35-A59"",""M"",2022-03-16,2022-03-14,1,0,-9,0,38,0,38"
"8820,9162,""A80+"",""M"",2022-03-20,2022-03-14,1,0,-9,0,1,0,1"
"8821,9162,""A60-A79"",""M"",2022-03-21,2022-03-14,1,0,-9,0,2,0,2"
"8822,9162,""A00-A04"",""M"",2022-03-19,2022-03-14,1,0,-9,0,2,0,2"
"8823,9162,""A00-A04"",""M"",2022-03-18,2022-03-14,1,0,-9,0,5,0,5"
"8824,9162,""A15-A34"",""M"",2022-03-11,2022-03-14,1,0,-9,0,1,0,1"
"8825,9162,""A15-A34"",""M"",2022-03-20,2022-03-14,1,0,-9,0,24,0,24"
"8826,9162,""A05-A14"",""M"",2022-03-17,2022-03-14,1,0,-9,0,9,0,9"
"8827,9162,""A05-A14"",""M"",2022-03-14,2022-03-14,1,0,-9,0,1,0,1"
"8828,9162,""A15-A34"",""M"",2022-03-14,2022-03-14,1,0,-9,0,2,0,2"
"8829,9162,""A35-A59"",""M"",2022-03-31,2022-03-14,1,0,-9,0,1,0,1"
"8830,9162,""A05-A14"",""M"",2022-03-16,2022-03-14,1,0,-9,0,14,0,14"
"8831,9162,""A35-A59"",""M"",2022-03-15,2022-03-14,1,0,-9,0,27,0,27"
"8832,9162,""A60-A79"",""M"",2022-03-15,2022-03-14,1,0,-9,0,3,0,3"
"8833,9162,""A15-A34"",""M"",2022-03-15,2022-03-14,1,0,-9,0,27,0,27"
"8834,9162,""A05-A14"",""M"",2022-03-19,2022-03-14,1,0,-9,0,4,0,4"
"8835,9162,""A05-A14"",""M"",2022-03-15,2022-03-14,1,0,-9,0,3,0,3"
"8836,9162,""A35-A59"",""M"",2022-03-17,2022-03-14,1,0,-9,0,45,0,45"
"8837,9162,""A05-A14"",""M"",2022-03-25,2022-03-14,1,0,-9,0,2,0,2"
"8838,9162,""A00-A04"",""M"",2022-03-20,2022-03-14,1,0,-9,0,3,0,3"
"8839,9162,""A35-A59"",""M"",2022-03-14,2022-03-14,1,0,-9,0,1,0,1"
"8840,9162,""A35-A59"",""M"",2022-03-22,2022-03-14,1,0,-9,0,2,0,2"
"8841,9162,""A35-A59"",""M"",2022-03-23,2022-03-14,1,0,-9,0,5,0,5"
"8842,9162,""A60-A79"",""M"",2022-03-19,2022-03-14,1,0,-9,0,5,0,5"
"8843,9162,""A35-A59"",""M"",2022-03-19,2022-03-14,1,0,-9,0,12,0,12"
"8844,9162,""A60-A79"",""M"",2022-03-16,2022-03-14,1,0,-9,0,10,0,10"
"8845,9162,""A15-A34"",""M"",2022-03-16,2022-03-14,1,0,-9,0,56,0,56"
"8846,9162,""A05-A14"",""M"",2022-03-09,2022-03-14,1,0,-9,0,1,0,1"
"8847,9162,""A15-A34"",""M"",2022-03-21,2022-03-14,1,0,-9,0,13,0,13"
"8848,9162,""A05-A14"",""M"",2022-03-18,2022-03-14,1,0,-9,0,4,0,4"
"8849,9162,""A35-A59"",""M"",2022-03-20,2022-03-14,1,0,-9,0,19,0,19"
"8850,9162,""A80+"",""M"",2022-03-19,2022-03-14,1,0,0,-9,1,1,0"
"8851,9162,""A35-A59"",""M"",2022-03-15,2022-03-15,0,0,-9,0,536,0,536"
"8852,9162,""A00-A04"",""M"",2022-03-15,2022-03-15,0,0,-9,0,47,0,47"
"8853,9162,""A60-A79"",""M"",2022-03-15,2022-03-15,0,0,-9,0,125,0,125"
"8854,9162,""A80+"",""M"",2022-03-15,2022-03-15,0,0,-9,0,22,0,22"
"8855,9162,""A05-A14"",""M"",2022-03-15,2022-03-15,0,0,-9,0,243,0,243"
"8856,9162,""A15-A34"",""M"",2022-03-15,2022-03-15,0,0,-9,0,597,0,597"
"8857,9162,""A00-A04"",""M"",2022-02-17,2022-03-15,1,0,-9,0,1,0,1"
"8858,9162,""A05-A14"",""M"",2022-03-17,2022-03-15,1,0,-9,0,5,0,5"
"8859,9162,""A15-A34"",""M"",2022-03-24,2022-03-15,1,0,-9,0,1,0,1"
"8860,9162,""A15-A34"",""M"",2022-03-15,2022-03-15,1,0,-9,0,5,0,5"
"8861,9162,""A15-A34"",""M"",2022-03-17,2022-03-15,1,0,-9,0,50,0,50"
"8862,9162,""A15-A34"",""M"",2022-03-20,2022-03-15,1,0,-9,0,46,0,46"
"8863,9162,""A15-A34"",""M"",2022-03-31,2022-03-15,1,0,-9,0,1,0,1"
"8864,9162,""A05-A14"",""M"",2022-03-15,2022-03-15,1,0,-9,0,1,0,1"
"8865,9162,""A15-A34"",""M"",2022-03-21,2022-03-15,1,0,-9,0,13,0,13"
"8866,9162,""A35-A59"",""M"",2022-03-15,2022-03-15,1,0,-9,0,5,0,5"
"8867,9162,""A15-A34"",""M"",2022-03-19,2022-03-15,1,0,-9,0,41,0,41"
"8868,9162,""A05-A14"",""M"",2022-03-23,2022-03-15,1,0,-9,0,2,0,2"
"8869,9162,""A15-A34"",""M"",2022-03-25,2022-03-15,1,0,-9,0,1,0,1"
"8870,9162,""A05-A14"",""M"",2022-03-19,2022-03-15,1,0,-9,0,6,0,6"
"8871,9162,""A35-A59"",""M"",2022-03-31,2022-03-15,1,0,-9,0,1,0,1"
"8872,9162,""A60-A79"",""M"",2022-03-16,2022-03-15,1,0,-9,0,4,0,4"
"8873,9162,""A60-A79"",""M"",2022-03-19,2022-03-15,1,0,-9,0,2,0,2"
"8874,9162,""A60-A79"",""M"",2022-03-22,2022-03-15,1,0,-9,0,2,0,2"
"8875,9162,""A80+"",""M"",2022-03-16,2022-03-15,1,0,-9,0,1,0,1"
"8876,9162,""A05-A14"",""M"",2022-03-22,2022-03-15,1,0,-9,0,2,0,2"
"8877,9162,""A60-A79"",""M"",2022-03-18,2022-03-15,1,0,-9,0,5,0,5"
"8878,9162,""A35-A59"",""M"",2022-03-23,2022-03-15,1,0,-9,0,6,0,6"
"8879,9162,""A15-A34"",""M"",2022-03-29,2022-03-15,1,0,-9,0,1,0,1"
"8880,9162,""A15-A34"",""M"",2022-03-12,2022-03-15,1,0,-9,0,1,0,1"
"8881,9162,""A60-A79"",""M"",2022-03-21,2022-03-15,1,0,-9,0,5,0,5"
"8882,9162,""A00-A04"",""M"",2022-03-20,2022-03-15,1,0,-9,0,3,0,3"
"8883,9162,""A00-A04"",""M"",2022-03-21,2022-03-15,1,0,-9,0,1,0,1"
"8884,9162,""A00-A04"",""M"",2022-03-16,2022-03-15,1,0,-9,0,2,0,2"
"8885,9162,""A35-A59"",""M"",2022-03-19,2022-03-15,1,0,-9,0,33,0,33"
"8886,9162,""A15-A34"",""M"",2022-04-01,2022-03-15,1,0,-9,0,1,0,1"
"8887,9162,""A35-A59"",""M"",2022-03-28,2022-03-15,1,0,-9,0,1,0,1"
"8888,9162,""A00-A04"",""M"",2022-03-23,2022-03-15,1,0,-9,0,1,0,1"
"8889,9162,""A15-A34"",""M"",2022-03-10,2022-03-15,1,0,-9,0,1,0,1"
"8890,9162,""A00-A04"",""M"",2022-03-18,2022-03-15,1,0,-9,0,2,0,2"
"8891,9162,""A60-A79"",""M"",2022-03-20,2022-03-15,1,0,-9,0,3,0,3"
"8892,9162,""A35-A59"",""M"",2022-03-20,2022-03-15,1,0,-9,0,30,0,30"
"8893,9162,""A00-A04"",""M"",2022-03-19,2022-03-15,1,0,-9,0,1,0,1"
"8894,9162,""A35-A59"",""M"",2022-03-21,2022-03-15,1,0,-9,0,22,0,22"
"8895,9162,""A05-A14"",""M"",2022-03-20,2022-03-15,1,0,-9,0,9,0,9"
"8896,9162,""A05-A14"",""M"",2022-03-16,2022-03-15,1,0,-9,0,4,0,4"
"8897,9162,""A80+"",""M"",2022-03-24,2022-03-15,1,0,-9,0,1,0,1"
"8898,9162,""A80+"",""M"",2022-03-20,2022-03-15,1,0,-9,0,1,0,1"
"8899,9162,""A15-A34"",""M"",2022-03-22,2022-03-15,1,0,-9,0,5,0,5"
"8900,9162,""A60-A79"",""M"",2022-03-15,2022-03-15,1,0,-9,0,1,0,1"
"8901,9162,""A05-A14"",""M"",2022-03-21,2022-03-15,1,0,-9,0,2,0,2"
"8902,9162,""A60-A79"",""M"",2022-03-27,2022-03-15,1,0,-9,0,1,0,1"
"8903,9162,""A35-A59"",""M"",2022-03-16,2022-03-15,1,0,-9,0,28,0,28"
"8904,9162,""A60-A79"",""M"",2022-03-31,2022-03-15,1,0,-9,0,1,0,1"
"8905,9162,""A15-A34"",""M"",2022-03-23,2022-03-15,1,0,-9,0,4,0,4"
"8906,9162,""A35-A59"",""M"",2022-03-22,2022-03-15,1,0,-9,0,9,0,9"
"8907,9162,""A00-A04"",""M"",2022-03-17,2022-03-15,1,0,-9,0,2,0,2"
"8908,9162,""A60-A79"",""M"",2022-03-17,2022-03-15,1,0,-9,0,6,0,6"
"8909,9162,""A35-A59"",""M"",2022-03-18,2022-03-15,1,0,-9,0,47,0,47"
"8910,9162,""A05-A14"",""M"",2022-03-14,2022-03-15,1,0,-9,0,1,0,1"
"8911,9162,""A05-A14"",""M"",2022-03-18,2022-03-15,1,0,-9,0,10,0,10"
"8912,9162,""A15-A34"",""M"",2022-03-16,2022-03-15,1,0,-9,0,26,0,26"
"8913,9162,""A15-A34"",""M"",2022-03-08,2022-03-15,1,0,-9,0,1,0,1"
"8914,9162,""A35-A59"",""M"",2022-03-17,2022-03-15,1,0,-9,0,42,0,42"
"8915,9162,""A15-A34"",""M"",2022-03-18,2022-03-15,1,0,-9,0,52,0,52"
"8916,9162,""A35-A59"",""M"",2022-03-27,2022-03-15,1,0,-9,0,1,0,1"
"8917,9162,""A00-A04"",""M"",2022-03-16,2022-03-16,0,0,-9,0,48,0,48"
"8918,9162,""A80+"",""M"",2022-03-16,2022-03-16,0,0,-9,0,32,0,32"
"8919,9162,""A35-A59"",""M"",2022-03-16,2022-03-16,0,0,-9,0,551,0,551"
"8920,9162,""A05-A14"",""M"",2022-03-16,2022-03-16,0,0,-9,0,214,0,214"
"8921,9162,""A15-A34"",""M"",2022-03-16,2022-03-16,0,0,-9,0,676,0,676"
"8922,9162,""A60-A79"",""M"",2022-03-16,2022-03-16,0,0,-9,0,159,0,159"
"8923,9162,""A80+"",""M"",2022-03-16,2022-03-16,0,0,0,-9,2,2,0"
"8924,9162,""A05-A14"",""M"",2022-03-30,2022-03-16,1,0,-9,0,1,0,1"
"8925,9162,""A05-A14"",""M"",2022-03-23,2022-03-16,1,0,-9,0,3,0,3"
"8926,9162,""A00-A04"",""M"",2022-03-21,2022-03-16,1,0,-9,0,3,0,3"
"8927,9162,""A15-A34"",""M"",2022-03-21,2022-03-16,1,0,-9,0,18,0,18"
"8928,9162,""A15-A34"",""M"",2022-03-23,2022-03-16,1,0,-9,0,17,0,17"
"8929,9162,""A15-A34"",""M"",2022-03-18,2022-03-16,1,0,-9,0,28,0,28"
"8930,9162,""A15-A34"",""M"",2022-03-20,2022-03-16,1,0,-9,0,52,0,52"
"8931,9162,""A00-A04"",""M"",2022-03-19,2022-03-16,1,0,-9,0,1,0,1"
"8932,9162,""A15-A34"",""M"",2022-03-19,2022-03-16,1,0,-9,0,24,0,24"
"8933,9162,""A60-A79"",""M"",2022-03-16,2022-03-16,1,0,-9,0,1,0,1"
"8934,9162,""A35-A59"",""M"",2022-03-23,2022-03-16,1,0,-9,0,16,0,16"
"8935,9162,""A05-A14"",""M"",2022-03-18,2022-03-16,1,0,-9,0,6,0,6"
"8936,9162,""A60-A79"",""M"",2022-03-19,2022-03-16,1,0,-9,0,7,0,7"
"8937,9162,""A05-A14"",""M"",2022-03-17,2022-03-16,1,0,-9,0,2,0,2"
"8938,9162,""A60-A79"",""M"",2022-03-22,2022-03-16,1,0,-9,0,2,0,2"
"8939,9162,""A60-A79"",""M"",2022-03-24,2022-03-16,1,0,-9,0,1,0,1"
"8940,9162,""A15-A34"",""M"",2022-03-24,2022-03-16,1,0,-9,0,3,0,3"
"8941,9162,""A60-A79"",""M"",2022-03-18,2022-03-16,1,0,-9,0,4,0,4"
"8942,9162,""A80+"",""M"",2022-03-18,2022-03-16,1,0,-9,0,1,0,1"
"8943,9162,""A15-A34"",""M"",2022-03-12,2022-03-16,1,0,-9,0,1,0,1"
"8944,9162,""A05-A14"",""M"",2022-03-21,2022-03-16,1,0,-9,0,7,0,7"
"8945,9162,""A35-A59"",""M"",2022-04-01,2022-03-16,1,0,-9,0,1,0,1"
"8946,9162,""A15-A34"",""M"",2022-03-11,2022-03-16,1,0,-9,0,1,0,1"
"8947,9162,""A35-A59"",""M"",2022-03-18,2022-03-16,1,0,-9,0,27,0,27"
"8948,9162,""A15-A34"",""M"",2022-03-22,2022-03-16,1,0,-9,0,10,0,10"
"8949,9162,""A35-A59"",""M"",2022-03-25,2022-03-16,1,0,-9,0,1,0,1"
"8950,9162,""A35-A59"",""M"",2022-03-17,2022-03-16,1,0,-9,0,16,0,16"
"8951,9162,""A00-A04"",""M"",2022-03-16,2022-03-16,1,0,-9,0,1,0,1"
"8952,9162,""A35-A59"",""M"",2022-03-22,2022-03-16,1,0,-9,0,13,0,13"
"8953,9162,""A80+"",""M"",2022-03-22,2022-03-16,1,0,-9,0,1,0,1"
"8954,9162,""A60-A79"",""M"",2022-03-20,2022-03-16,1,0,-9,0,7,0,7"
"8955,9162,""A00-A04"",""M"",2022-03-20,2022-03-16,1,0,-9,0,2,0,2"
"8956,9162,""A35-A59"",""M"",2022-03-19,2022-03-16,1,0,-9,0,30,0,30"
"8957,9162,""A05-A14"",""M"",2022-03-19,2022-03-16,1,0,-9,0,4,0,4"
"8958,9162,""A15-A34"",""M"",2021-11-15,2022-03-16,1,0,-9,0,1,0,1"
"8959,9162,""A15-A34"",""M"",2022-03-15,2022-03-16,1,0,-9,0,2,0,2"
"8960,9162,""A15-A34"",""M"",2022-03-16,2022-03-16,1,0,-9,0,2,0,2"
"8961,9162,""A60-A79"",""M"",2022-03-21,2022-03-16,1,0,-9,0,6,0,6"
"8962,9162,""A00-A04"",""M"",2022-03-23,2022-03-16,1,0,-9,0,1,0,1"
"8963,9162,""A15-A34"",""M"",2022-03-17,2022-03-16,1,0,-9,0,15,0,15"
"8964,9162,""A05-A14"",""M"",2022-03-22,2022-03-16,1,0,-9,0,3,0,3"
"8965,9162,""A35-A59"",""M"",2022-03-13,2022-03-16,1,0,-9,0,1,0,1"
"8966,9162,""A60-A79"",""M"",2022-03-17,2022-03-16,1,0,-9,0,3,0,3"
"8967,9162,""A35-A59"",""M"",2022-03-16,2022-03-16,1,0,-9,0,2,0,2"
"8968,9162,""A05-A14"",""M"",2022-03-16,2022-03-16,1,0,-9,0,1,0,1"
"8969,9162,""A05-A14"",""M"",2022-03-20,2022-03-16,1,0,-9,0,5,0,5"
"8970,9162,""A60-A79"",""M"",2022-03-23,2022-03-16,1,0,-9,0,1,0,1"
"8971,9162,""A35-A59"",""M"",2022-03-21,2022-03-16,1,0,-9,0,27,0,27"
"8972,9162,""A35-A59"",""M"",2022-03-12,2022-03-16,1,0,-9,0,1,0,1"
"8973,9162,""A35-A59"",""M"",2022-03-20,2022-03-16,1,0,-9,0,46,0,46"
"8974,9162,""A80+"",""M"",2022-03-17,2022-03-16,1,0,0,-9,1,1,0"
"8975,9162,""A80+"",""M"",2022-03-17,2022-03-17,0,0,-9,0,45,0,45"
